"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","mitochondrial transport (GO:0006839)","2/56",0.00318522476214035,0.123995199518124,0,0,26.3439153439153,151.457292256835,"TOMM70;BNIP3"
"2","proline transmembrane transport (GO:0035524)","1/5",0.00747819282854126,0.123995199518124,0,0,172.120689655172,842.662296146542,"SLC6A20"
"3","amino-acid betaine transport (GO:0015838)","1/6",0.00896733772752209,0.123995199518124,0,0,137.689655172414,649.091952146839,"SLC6A20"
"4","mitochondrial protein catabolic process (GO:0035694)","1/6",0.00896733772752209,0.123995199518124,0,0,137.689655172414,649.091952146839,"BNIP3"
"5","proline transport (GO:0015824)","1/6",0.00896733772752209,0.123995199518124,0,0,137.689655172414,649.091952146839,"SLC6A20"
"6","platelet dense granule organization (GO:0060155)","1/7",0.0104543235506301,0.123995199518124,0,0,114.735632183908,523.279346881127,"ABCA1"
"7","regulation of Cdc42 protein signal transduction (GO:0032489)","1/8",0.0119391531667427,0.123995199518124,0,0,98.3399014778325,435.442406227662,"ABCA1"
"8","negative regulation of mitochondrial fusion (GO:0010637)","1/8",0.0119391531667427,0.123995199518124,0,0,98.3399014778325,435.442406227662,"BNIP3"
"9","myeloid leukocyte mediated immunity (GO:0002444)","1/8",0.0119391531667427,0.123995199518124,0,0,98.3399014778325,435.442406227662,"CARD9"
"10","quaternary ammonium group transport (GO:0015697)","1/9",0.0134218294793273,0.123995199518124,0,0,86.0431034482759,370.920877026835,"SLC6A20"
"11","mitochondrial fragmentation involved in apoptotic process (GO:0043653)","1/9",0.0134218294793273,0.123995199518124,0,0,86.0431034482759,370.920877026835,"BNIP3"
"12","negative regulation of membrane potential (GO:0045837)","1/9",0.0134218294793273,0.123995199518124,0,0,86.0431034482759,370.920877026835,"BNIP3"
"13","positive regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902110)","1/9",0.0134218294793273,0.123995199518124,0,0,86.0431034482759,370.920877026835,"BNIP3"
"14","negative regulation of cholesterol storage (GO:0010887)","1/10",0.0149023554252654,0.123995199518124,0,0,76.4789272030651,321.688416559315,"ABCA1"
"15","regulation of T-helper 17 type immune response (GO:2000316)","1/10",0.0149023554252654,0.123995199518124,0,0,76.4789272030651,321.688416559315,"CARD9"
"16","glycine transport (GO:0015816)","1/10",0.0149023554252654,0.123995199518124,0,0,76.4789272030651,321.688416559315,"SLC6A20"
"17","response to laminar fluid shear stress (GO:0034616)","1/10",0.0149023554252654,0.123995199518124,0,0,76.4789272030651,321.688416559315,"ABCA1"
"18","immunoglobulin mediated immune response (GO:0016064)","1/10",0.0149023554252654,0.123995199518124,0,0,76.4789272030651,321.688416559315,"CARD9"
"19","secretory granule organization (GO:0033363)","1/10",0.0149023554252654,0.123995199518124,0,0,76.4789272030651,321.688416559315,"ABCA1"
"20","B cell mediated immunity (GO:0019724)","1/11",0.0163807339505409,0.123995199518124,0,0,68.8275862068966,282.994903106762,"CARD9"
"21","regulation of mitochondrial fusion (GO:0010635)","1/11",0.0163807339505409,0.123995199518124,0,0,68.8275862068966,282.994903106762,"BNIP3"
"22","positive regulation of T-helper 17 type immune response (GO:2000318)","1/12",0.0178569680089386,0.123995199518124,0,0,62.5673981191223,251.856394435351,"CARD9"
"23","phospholipid efflux (GO:0033700)","1/12",0.0178569680089386,0.123995199518124,0,0,62.5673981191223,251.856394435351,"ABCA1"
"24","phospholipid homeostasis (GO:0055091)","1/12",0.0178569680089386,0.123995199518124,0,0,62.5673981191223,251.856394435351,"ABCA1"
"25","protein insertion into mitochondrial inner membrane (GO:0045039)","1/12",0.0178569680089386,0.123995199518124,0,0,62.5673981191223,251.856394435351,"TOMM70"
"26","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)","1/13",0.0193310605643027,0.123995199518124,0,0,57.3505747126437,226.307783481543,"CARD9"
"27","antifungal innate immune response (GO:0061760)","1/13",0.0193310605643027,0.123995199518124,0,0,57.3505747126437,226.307783481543,"CARD9"
"28","mitochondrial outer membrane permeabilization (GO:0097345)","1/13",0.0193310605643027,0.123995199518124,0,0,57.3505747126437,226.307783481543,"BNIP3"
"29","negative regulation of macrophage derived foam cell differentiation (GO:0010745)","1/13",0.0193310605643027,0.123995199518124,0,0,57.3505747126437,226.307783481543,"ABCA1"
"30","high-density lipoprotein particle assembly (GO:0034380)","1/13",0.0193310605643027,0.123995199518124,0,0,57.3505747126437,226.307783481543,"ABCA1"
"31","homeostasis of number of cells (GO:0048872)","1/13",0.0193310605643027,0.123995199518124,0,0,57.3505747126437,226.307783481543,"CARD9"
"32","intracellular sterol transport (GO:0032366)","1/13",0.0193310605643027,0.123995199518124,0,0,57.3505747126437,226.307783481543,"ABCA1"
"33","cellular response to low-density lipoprotein particle stimulus (GO:0071404)","1/14",0.02080301457834,0.123995199518124,0,0,52.9363395225464,205.00430545239,"ABCA1"
"34","positive regulation of protein-containing complex disassembly (GO:0043243)","1/14",0.02080301457834,0.123995199518124,0,0,52.9363395225464,205.00430545239,"BNIP3"
"35","positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)","1/14",0.02080301457834,0.123995199518124,0,0,52.9363395225464,205.00430545239,"CARD9"
"36","regulation of lymphocyte activation (GO:0051249)","1/15",0.0222728330244506,0.123995199518124,0,0,49.1527093596059,186.995957660366,"SIT1"
"37","intracellular cholesterol transport (GO:0032367)","1/15",0.0222728330244506,0.123995199518124,0,0,49.1527093596059,186.995957660366,"ABCA1"
"38","regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)","1/16",0.0237405188646142,0.123995199518124,0,0,45.8735632183908,171.59336767032,"CARD9"
"39","regulation of cholesterol storage (GO:0010885)","1/16",0.0237405188646142,0.123995199518124,0,0,45.8735632183908,171.59336767032,"ABCA1"
"40","positive regulation of cytokine production involved in inflammatory response (GO:1900017)","1/17",0.0252060750668781,0.123995199518124,0,0,43.0043103448276,158.284685253676,"CARD9"
