"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","potassium ion import across plasma membrane (GO:1990573)","2/42",0.0053413357938857,0.262953405022177,0,0,19.908,104.164220457692,"KCNJ5;ATP4A"
"2","negative regulation of metallopeptidase activity (GO:1905049)","1/5",0.0129337430598205,0.262953405022177,0,0,97.7647058823529,425.072693906196,"RECK"
"3","atrial cardiac muscle cell membrane repolarization (GO:0099624)","1/5",0.0129337430598205,0.262953405022177,0,0,97.7647058823529,425.072693906196,"KCNJ5"
"4","membrane repolarization during atrial cardiac muscle cell action potential (GO:0098914)","1/5",0.0129337430598205,0.262953405022177,0,0,97.7647058823529,425.072693906196,"KCNJ5"
"5","sterol metabolic process (GO:0016125)","2/70",0.0143043687803169,0.262953405022177,0,0,11.6941176470588,49.6671427951299,"CYP51A1;APOF"
"6","meiotic DNA double-strand break formation (GO:0042138)","1/6",0.0155007440273006,0.262953405022177,0,0,78.2078431372549,325.881700609606,"SPO11"
"7","cholesterol metabolic process (GO:0008203)","2/77",0.0171323795475225,0.262953405022177,0,0,10.5989333333333,43.1035837867453,"CYP51A1;APOF"
"8","inorganic cation import across plasma membrane (GO:0098659)","2/77",0.0171323795475225,0.262953405022177,0,0,10.5989333333333,43.1035837867453,"KCNJ5;ATP4A"
"9","regulation of myeloid leukocyte differentiation (GO:0002761)","1/8",0.0206151221986895,0.262953405022177,0,0,55.8571428571429,216.822368658017,"BGLAP"
"10","ventricular cardiac muscle cell membrane repolarization (GO:0099625)","1/8",0.0206151221986895,0.262953405022177,0,0,55.8571428571429,216.822368658017,"KCNJ5"
"11","negative regulation of amyloid-beta clearance (GO:1900222)","1/8",0.0206151221986895,0.262953405022177,0,0,55.8571428571429,216.822368658017,"CYP51A1"
"12","response to vitamin (GO:0033273)","1/9",0.0231625317068994,0.262953405022177,0,0,48.8725490196078,184.015865712098,"BGLAP"
"13","response to vitamin D (GO:0033280)","1/9",0.0231625317068994,0.262953405022177,0,0,48.8725490196078,184.015865712098,"BGLAP"
"14","formation of translation preinitiation complex (GO:0001731)","1/10",0.0257034430516593,0.262953405022177,0,0,43.4400871459695,159.039820378248,"EIF2S2"
"15","cardiac muscle cell membrane repolarization (GO:0099622)","1/11",0.0282378723956639,0.262953405022177,0,0,39.0941176470588,139.452283393858,"KCNJ5"
"16","mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)","1/12",0.0307658358778531,0.262953405022177,0,0,35.5383244206774,123.721360981822,"CYC1"
"17","sodium ion export across plasma membrane (GO:0036376)","1/13",0.0332873496068506,0.262953405022177,0,0,32.5751633986928,110.83952930563,"ATP4A"
"18","atrial cardiac muscle cell action potential (GO:0086014)","1/13",0.0332873496068506,0.262953405022177,0,0,32.5751633986928,110.83952930563,"KCNJ5"
"19","cellular potassium ion homeostasis (GO:0030007)","1/13",0.0332873496068506,0.262953405022177,0,0,32.5751633986928,110.83952930563,"ATP4A"
"20","cellular sodium ion homeostasis (GO:0006883)","1/15",0.0383110921224364,0.262953405022177,0,0,27.9187675070028,91.0714610921437,"ATP4A"
"21","Arp2/3 complex-mediated actin nucleation (GO:0034314)","1/15",0.0383110921224364,0.262953405022177,0,0,27.9187675070028,91.0714610921437,"ARPC5"
"22","membrane repolarization during cardiac muscle cell action potential (GO:0086013)","1/15",0.0383110921224364,0.262953405022177,0,0,27.9187675070028,91.0714610921437,"KCNJ5"
"23","regulation of amyloid-beta clearance (GO:1900221)","1/16",0.0408133529856871,0.265306512972768,0,0,26.0562091503268,83.347194066635,"CYP51A1"
"24","cellular response to pH (GO:0071467)","1/18",0.0457987338494677,0.265306512972768,0,0,22.9884659746251,70.8849080156136,"INSRR"
"25","alternative mRNA splicing, via spliceosome (GO:0000380)","1/18",0.0457987338494677,0.265306512972768,0,0,22.9884659746251,70.8849080156136,"RBMY1A1"
"26","cytoplasmic translational initiation (GO:0002183)","1/19",0.0482818857194644,0.265306512972768,0,0,21.7102396514161,65.7971978135567,"EIF2S2"
"27","potassium ion transmembrane transport (GO:0071805)","2/139",0.0507373914397085,0.265306512972768,0,0,5.78423357664234,17.2433332308079,"KCNJ5;ATP4A"
