"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","mitochondrial outer membrane (GO:0005741)","3/126",0.0198443936113827,0.630573843297868,0,0,5.48392461197339,21.496072773484,"TOMM70;RSAD2;BNIP3"
"2","organelle outer membrane (GO:0031968)","3/142",0.0270509388428339,0.630573843297868,0,0,4.84875735775016,17.5041768178186,"TOMM70;RSAD2;BNIP3"
"3","intracellular vesicle (GO:0097708)","1/11",0.0489384874443283,0.630573843297868,0,0,22.11,66.7100958350566,"ABCA1"
"4","septin cytoskeleton (GO:0032156)","1/14",0.0618691922291651,0.630573843297868,0,0,17.0051282051282,47.3207301581073,"SEPTIN8"
"5","septin ring (GO:0005940)","1/14",0.0618691922291651,0.630573843297868,0,0,17.0051282051282,47.3207301581073,"SEPTIN8"
"6","condensed nuclear chromosome (GO:0000794)","1/20",0.0872112207421384,0.630573843297868,0,0,11.6315789473684,28.3743328138059,"SMC1A"
"7","mitochondrial outer membrane translocase complex (GO:0005742)","1/21",0.0913685596546414,0.630573843297868,0,0,11.0494444444444,26.4397056347423,"TOMM70"
"8","integral component of mitochondrial outer membrane (GO:0031307)","1/22",0.0955071710697485,0.630573843297868,0,0,10.5227513227513,24.7132491268711,"BNIP3"
"9","intrinsic component of mitochondrial outer membrane (GO:0031306)","1/23",0.0996271383895574,0.630573843297868,0,0,10.0439393939394,23.1645451099596,"BNIP3"
"10","Golgi cis cisterna (GO:0000137)","1/25",0.107811472571085,0.630573843297868,0,0,9.20601851851852,20.5052205293356,"GOLGA8B"
"11","Golgi cisterna membrane (GO:0032580)","1/26",0.111876004456073,0.630573843297868,0,0,8.83733333333333,19.3569778855967,"GOLGA8B"
"12","non-motile cilium (GO:0097730)","1/32",0.135881443350244,0.70205412397626,0,0,7.1247311827957,14.2207676069662,"HYLS1"
"13","respiratory chain complex I (GO:0045271)","1/42",0.174472441534073,0.752712126919976,0,0,5.38428184281843,9.40089405977471,"NDUFS8"
"14","mitochondrial respiratory chain complex I (GO:0005747)","1/42",0.174472441534073,0.752712126919976,0,0,5.38428184281843,9.40089405977471,"NDUFS8"
"15","basement membrane (GO:0005604)","1/52",0.211358089878674,0.752712126919976,0,0,4.32636165577342,6.72403766911232,"ATRNL1"
"16","Golgi cisterna (GO:0031985)","1/53",0.214955759333988,0.752712126919976,0,0,4.24294871794872,6.52278283253575,"GOLGA8B"
"17","condensed chromosome (GO:0000793)","1/54",0.218537196270745,0.752712126919976,0,0,4.16268343815514,6.33060499441169,"SMC1A"
"18","cis-Golgi network (GO:0005801)","1/57",0.229184834720641,0.752712126919976,0,0,3.9390873015873,5.80316765068165,"GOLGA8B"
"19","filopodium (GO:0030175)","1/58",0.232702062732142,0.752712126919976,0,0,3.86978557504873,5.6421332219254,"KITLG"
"20","integral component of mitochondrial membrane (GO:0032592)","1/66",0.260274350839684,0.752712126919976,0,0,3.39213675213675,4.5658805486788,"BNIP3"
"21","late endosome membrane (GO:0031902)","1/68",0.267012884576819,0.752712126919976,0,0,3.29054726368159,4.34503065944096,"SNF8"
"22","vesicle membrane (GO:0012506)","1/73",0.283594767410212,0.752712126919976,0,0,3.06126543209877,3.85783405022241,"AP1S2"
"23","cilium (GO:0005929)","2/237",0.293258632927988,0.752712126919976,0,0,1.88132918957686,2.30782718111787,"CEP104;HYLS1"
"24","lipid droplet (GO:0005811)","1/77",0.296592690769267,0.752712126919976,0,0,2.89956140350877,3.52411386143232,"RSAD2"
"25","actin-based cell projection (GO:0098858)","1/83",0.315653472579345,0.752712126919976,0,0,2.68658536585366,3.0979291843049,"KITLG"
"26","nuclear chromosome (GO:0000228)","1/83",0.315653472579345,0.752712126919976,0,0,2.68658536585366,3.0979291843049,"SMC1A"
