"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","proline transmembrane transport (GO:0035524)","1/5",0.00474139160939957,0.0766726722030162,0,0,277.458333333333,1484.79734988759,"SLC6A20"
"2","mitochondrial protein catabolic process (GO:0035694)","1/6",0.00568711573898333,0.0766726722030162,0,0,221.955555555556,1147.41079930952,"BNIP3"
"3","response to DNA damage checkpoint signaling (GO:0072423)","1/6",0.00568711573898333,0.0766726722030162,0,0,221.955555555556,1147.41079930952,"SMC1A"
"4","regulation of SNARE complex assembly (GO:0035542)","1/6",0.00568711573898333,0.0766726722030162,0,0,221.955555555556,1147.41079930952,"SEPTIN8"
"5","amino-acid betaine transport (GO:0015838)","1/6",0.00568711573898333,0.0766726722030162,0,0,221.955555555556,1147.41079930952,"SLC6A20"
"6","proline transport (GO:0015824)","1/6",0.00568711573898333,0.0766726722030162,0,0,221.955555555556,1147.41079930952,"SLC6A20"
"7","negative regulation of mitochondrial fusion (GO:0010637)","1/8",0.00757601220630419,0.0766726722030162,0,0,158.52380952381,774.03503382755,"BNIP3"
"8","mitochondrial fragmentation involved in apoptotic process (GO:0043653)","1/9",0.00851918580033513,0.0766726722030162,0,0,138.701388888889,660.972384647939,"BNIP3"
"9","negative regulation of membrane potential (GO:0045837)","1/9",0.00851918580033513,0.0766726722030162,0,0,138.701388888889,660.972384647939,"BNIP3"
"10","quaternary ammonium group transport (GO:0015697)","1/9",0.00851918580033513,0.0766726722030162,0,0,138.701388888889,660.972384647939,"SLC6A20"
"11","positive regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902110)","1/9",0.00851918580033513,0.0766726722030162,0,0,138.701388888889,660.972384647939,"BNIP3"
"12","glycine transport (GO:0015816)","1/10",0.00946151051239574,0.0780574617272649,0,0,123.283950617284,574.567716360615,"SLC6A20"
"13","regulation of mitochondrial fusion (GO:0010635)","1/11",0.0104029870187894,0.0792227472969349,0,0,110.95,506.560232265719,"BNIP3"
"14","mitochondrial outer membrane permeabilization (GO:0097345)","1/13",0.0122833981550329,0.084406206025214,0,0,92.4490740740741,406.730318192587,"BNIP3"
"15","positive regulation of protein-containing complex disassembly (GO:0043243)","1/14",0.0132223341712321,0.084406206025214,0,0,85.3333333333333,369.139020502258,"BNIP3"
"16","regulation of lymphocyte activation (GO:0051249)","1/15",0.0141604247470608,0.084406206025214,0,0,79.234126984127,337.323781189166,"SIT1"
"17","mitotic sister chromatid cohesion (GO:0007064)","1/16",0.0150976705893844,0.084406206025214,0,0,73.9481481481481,310.080470183968,"SMC1A"
"18","modified amino acid transport (GO:0072337)","1/17",0.0160340723954654,0.084406206025214,0,0,69.3229166666667,286.514338713971,"SLC6A20"
